KPD_SIFRA	NAZIV	SEKTOR	RAZINA	FINALNA
61.10.12	Usluge fiksne telefonije – mogućnosti pozivanja	J	5	DA
61.10.13	Usluge privatnih mreža u žičanim telekomunikacijskim sustavima	J	5	DA
61.10.20	Usluge prijenosa za žičanu telekomunikaciju	J	5	DA
61.10.30	Usluge prijenosa podataka putem žičanih telekomunikacijskih mreža	J	5	DA
61.10.41	Usluge internetske jezgrene mreže	J	5	DA
61.10.42	Usluge uskopojasnog internetskog pristupa putem žičanih mreža	J	5	DA
61.10.43	Usluge širokopojasnog internetskog pristupa putem žičanih mreža	J	5	DA
61.10.44	Ostale internetske usluge putem žičanih telekomunikacijskih mreža	J	5	DA
61.10.51	Usluge privatnih mreža u bežičnim telekomunikacijskim sustavima	J	5	DA
61.10.52	Mobilne govorne usluge	J	5	DA
61.10.53	Mobilne usluge slanja tekstualnih sadržaja	J	5	DA
61.10.54	Mobilne podatkovne usluge, osim usluga slanja tekstualnih sadržaja	J	5	DA
61.10.60	Usluge prijenosa za bežičnu telekomunikaciju	J	5	DA
61.10.70	Usluge prijenosa podataka putem bežičnih telekomunikacijskih mreža	J	5	DA
61.10.81	Usluge uskopojasnog internetskog pristupa putem bežičnih mreža	J	5	DA
61.10.82	Usluge širokopojasnog internetskog pristupa putem bežičnih mreža	J	5	DA
61.10.83	Ostale internetske usluge putem bežičnih telekomunikacijskih mreža	J	5	DA
61.10.90	Usluge satelitskih telekomunikacija, osim usluga distribucije programa kućanstvima putem satelita	J	5	DA
61.20.01	Usluge preprodaje telekomunikacijskih usluga	J	5	DA
61.20.02	Usluge posredovanja u telekomunikacijskim uslugama	J	5	DA
61.90.00	Ostale telekomunikacijske usluge	J	5	DA
62.10.11	Usluge IT dizajna i razvoja aplikacija	J	5	DA
62.10.12	Usluge IT dizajna i razvoja mreža i sustava	J	5	DA
62.10.21	Originalni softver za računalne igre	J	5	DA
62.10.22	Ostali originalni softver	J	5	DA
62.20.10	Usluge savjetovanja o hardveru	J	5	DA
62.20.20	Usluge savjetovanja o sustavima i softveru	J	5	DA
62.20.30	Usluge tehničke podrške u vezi s računalima	J	5	DA
62.20.41	Usluge upravljanja računalnim mrežama	J	5	DA
62.20.42	Usluge upravljanja računalnim sustavima	J	5	DA
62.20.50	Usluge savjetovanja o kibernetičkoj sigurnosti	J	5	DA
62.90.10	Usluge instaliranja računala i periferne opreme	J	5	DA
62.90.90	Ostale usluge u vezi s informacijskim tehnologijama i računalima, d. n.	J	5	DA
63.10.11	Usluge obrade podataka	J	5	DA
63.10.12	Usluge internetskog poslužitelja	J	5	DA
63.10.13	Ostale usluge poslužitelja i ostale usluge povezane s IT infrastrukturom	J	5	DA
63.10.20	Promidžbeni prostor i vrijeme na internetu	J	5	DA
63.10.31	Kriptoimovina bez odgovarajuće odgovornosti	J	5	DA
63.10.32	Usluge izdavanja kriptoimovine bez odgovarajuće odgovornosti	J	5	DA
63.91.10	Sadržaj internetskih portala	J	5	DA
63.91.20	Internetski promidžbeni prostor na internetskim portalima	J	5	DA
63.92.11	Podaci	J	5	DA
63.92.12	Usluge prikupljanja podataka	J	5	DA
63.92.90	Ostale informacijske usluge, d. n.	J	5	DA
64.11.00	Usluge središnjeg bankarstva	K	5	DA
64.19.11	Usluge depozita za korporacijske i institucionalne ulagače	K	5	DA
64.19.12	Usluge depozita za ostale ulagače	K	5	DA
64.19.21	Usluge odobravanja međuindustrijskih kredita novčarskih institucija	K	5	DA
64.19.22	Usluge odobravanja potrošačkih kredita novčarskih institucija	K	5	DA
64.19.23	Usluge odobravanja stambenih hipotekarnih kredita novčarskih institucija	K	5	DA
64.19.24	Usluge odobravanja nestambenih hipotekarnih kredita novčarskih institucija	K	5	DA
64.19.25	Usluge odobravanja nehipotekarnih komercijalnih kredita novčarskih institucija	K	5	DA
64.19.26	Usluge poslovanja kreditnim karticama novčarskih institucija	K	5	DA
64.19.27	Usluge odobravanja ostalih kredita novčarskih institucija	K	5	DA
64.19.30	Ostale usluge novčarskog posredovanja, d. n.	K	5	DA
64.21.00	Usluge holding društava	K	5	DA
64.22.00	Usluge kanala financiranja	K	5	DA
64.31.00	Usluge novčanih i nenovčanih investicijskih fondova	K	5	DA
64.32.00	Usluge uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju	K	5	DA
64.91.00	Usluge financijskog leasinga	K	5	DA
64.92.01	Usluge odobravanja međuindustrijskih kredita, osim kredita novčarskih institucija	K	5	DA
64.92.02	Usluge odobravanja potrošačkih kredita, osim kredita novčarskih institucija	K	5	DA
64.92.03	Usluge odobravanja stambenih hipotekarnih kredita, osim kredita novčarskih institucija	K	5	DA
64.92.04	Usluge odobravanja nestambenih hipotekarnih kredita, osim kredita novčarskih institucija	K	5	DA
64.92.05	Usluge odobravanja nehipotekarnih komercijalnih kredita, osim kredita novčarskih institucija	K	5	DA
64.92.06	Usluge poslovanja kreditnim karticama, osim usluga novčarskih institucija	K	5	DA
64.92.07	Usluge zalagaonica i zalagaoničara	K	5	DA
64.92.09	Ostale usluge kreditnog posredovanja, osim posredovanja novčarskih institucija, d. n.	K	5	DA
64.99.01	Usluge investicijskog bankarstva	K	5	DA
64.99.02	Usluge sekuritizacijskih subjekata	K	5	DA
64.99.03	Devizne konverzije za vlastiti račun	K	5	DA
64.99.04	Izdavanje kriptoimovine uz odgovarajuću odgovornost	K	5	DA
64.99.09	Financijske usluge, osim osiguranja i mirovinskih fondova, d. n.	K	5	DA
65.11.00	Usluge životnog osiguranja	K	5	DA
65.12.11	Usluge osiguranja od nezgode	K	5	DA
65.12.12	Usluge zdravstvenog osiguranja	K	5	DA
65.12.21	Usluge osiguranja motornih vozila (odgovornost treće osobe)	K	5	DA
65.12.22	Ostale usluge osiguranja motornih vozila	K	5	DA
65.12.31	Usluge osiguranja željezničkog voznog parka	K	5	DA
65.12.32	Usluge osiguranja zrakoplovne odgovornosti	K	5	DA
65.12.33	Ostale usluge zrakoplovnog osiguranja	K	5	DA
65.12.34	Usluge osiguranja brodske odgovornosti	K	5	DA
65.12.35	Ostale usluge brodskog osiguranja	K	5	DA
65.12.36	Usluge osiguranja tereta	K	5	DA
65.12.41	Usluge osiguranja od štete na imovini prouzrokovane požarom	K	5	DA
65.12.42	Usluge osiguranja od ostale štete na imovini	K	5	DA
65.12.50	Usluge osiguranja od opće odgovornosti	K	5	DA
65.12.61	Usluge osiguranja kredita	K	5	DA
65.12.62	Usluge osiguranja kreditne sposobnosti	K	5	DA
65.12.71	Usluge osiguranja putovanja i pomoći na putovanju	K	5	DA
65.12.72	Usluge osiguranja od troškova sudskih postupaka	K	5	DA
65.12.73	Usluge osiguranja od različitih financijskih gubitaka	K	5	DA
65.12.90	Ostale usluge neživotnog osiguranja	K	5	DA
65.20.11	Usluge reosiguranja života	K	5	DA
65.20.12	Usluge reosiguranja od nesreće	K	5	DA
65.20.13	Usluge zdravstvenog reosiguranja	K	5	DA
65.20.21	Usluge reosiguranja motornih vozila (odgovornost treće osobe)	K	5	DA
65.20.22	Ostale usluge reosiguranja motornih vozila	K	5	DA
65.20.23	Ostale usluge reosiguranja u morskom, zračnom i ostalom prijevozu	K	5	DA
65.20.24	Usluge reosiguranja tereta	K	5	DA
65.20.25	Usluge reosiguranja od požara ili drugih oblika štete na imovini	K	5	DA
65.20.31	Usluge reosiguranja od opće odgovornosti	K	5	DA
65.20.32	Usluge reosiguranja kredita i kreditne sposobnosti	K	5	DA
65.20.41	Usluge reosiguranja od troškova sudskih postupaka	K	5	DA
65.20.42	Usluge reosiguranja različitih financijskih gubitaka	K	5	DA
65.20.50	Usluge reosiguranja u vezi s mirovinskim fondovima	K	5	DA
65.20.60	Usluge ostalog neživotnog reosiguranja	K	5	DA
65.30.01	Usluge individualnih mirovinskih fondova	K	5	DA
65.30.02	Usluge grupnih mirovinskih fondova	K	5	DA
66.11.01	Usluge povezane s poslovanjem financijskih tržišta	K	5	DA
66.11.02	Usluge povezane s regulacijom financijskih tržišta	K	5	DA
66.11.09	Usluge povezane s upravljanjem financijskim tržištima, d. n.	K	5	DA
66.12.01	Usluge posredovanja u poslovanju vrijednosnim papirima	K	5	DA
66.12.02	Usluge posredovanja u poslovanju robnim ugovorima	K	5	DA
66.12.03	Usluge mjenjačnica	K	5	DA
66.12.04	Usluge mjenjačnica uz naplatu	K	5	DA
66.19.11	Usluge klirinških kuća	K	5	DA
66.19.12	Usluge obrade transakcija vrijednosnim papirima	K	5	DA
66.19.13	Mobilna plaćanja i digitalne lisnice uz korištenje financijskih informacija	K	5	DA
66.19.14	Usluge povezane s obradom drugih financijskih transakcija	K	5	DA
66.19.21	Usluge spajanja i preuzimanja	K	5	DA
66.19.22	Usluge poslovanja u vezi s korporativnim financijama i poduzetničkim kapitalom	K	5	DA
66.19.29	Pomoćne usluge povezane s investicijskim bankarstvom, d. n.	K	5	DA
66.19.31	Usluge zaklada (trustova)	K	5	DA
66.19.32	Usluge pohrane vrijednosnih papira	K	5	DA
66.19.41	Usluge posredovanja u poslovanju hipotekama, kreditima i zajmovima	K	5	DA
66.19.42	Usluge posredovanja u poslovanju depozitima	K	5	DA
66.19.49	Usluge financijskog posredovanja, d. n.	K	5	DA
66.19.91	Usluge financijskog savjetovanja	K	5	DA
66.19.99	Ostale raznovrsne pomoćne usluge za financijske usluge, osim osiguranja i mirovinskih fondova, d. n.	K	5	DA
66.21.00	Usluge procjene rizika i štete	K	5	DA
66.22.00	Usluge agenata i posrednika osiguranja	K	5	DA
66.29.01	Aktuarske usluge	K	5	DA
66.29.09	Ostale pomoćne usluge u osiguranju i mirovinskim fondovima, d. n.	K	5	DA
66.30.01	Usluge upravljanja portfeljem, osim mirovinskih fondova	K	5	DA
66.30.02	Usluge upravljanja mirovinskim fondovima	K	5	DA
68.11.01	Usluge prodaje i kupnje stambenih zgrada sa zemljištem	L	5	DA
68.11.02	Usluge prodaje i kupnje time-share imovine	L	5	DA
68.11.03	Usluge prodaje i kupnje nenastanjenog zemljišta za gradnju stambenih zgrada	L	5	DA
68.11.04	Usluge prodaje i kupnje nestambenih zgrada sa zemljištem	L	5	DA
68.11.05	Usluge prodaje i kupnje nenastanjenog zemljišta za gradnju nestambenih zgrada	L	5	DA
68.12.01	Usluge organizacije izvedbe projekata za zgrade	L	5	DA
68.12.02	Usluge organizacije izvedbe projekata za niskogradnju	L	5	DA
68.20.01	Usluge iznajmljivanja i upravljanja vlastitim stambenim nekretninama ili stambenim nekretninama uzetim u zakup (leasing)	L	5	DA
68.20.02	Usluge iznajmljivanja i upravljanja vlastitim nestambenim nekretninama ili nestambenim nekretninama uzetim u zakup (leasing)	L	5	DA
68.31.01	Usluge prodaje stambenih zgrada sa zemljištem uz naplatu ili na osnovi ugovora, osim time-share imovine	L	5	DA
68.31.02	Usluge prodaje time-share imovine uz naplatu ili na osnovi ugovora	L	5	DA
68.31.03	Usluge prodaje nenastanjenog zemljišta za gradnju stambenih zgrada uz naplatu ili na osnovi ugovora	L	5	DA
68.31.04	Usluge prodaje nestambenih zgrada sa zemljištem uz naplatu ili na osnovi ugovora	L	5	DA
68.31.05	Usluge prodaje nenastanjenog zemljišta za gradnju nestambenih zgrada uz naplatu ili na osnovi ugovora	L	5	DA
68.31.09	Usluge posredovanja u poslovanju nekretninama, d. n.	L	5	DA
68.32.01	Usluge upravljanja stambenom imovinom uz naplatu ili na osnovi ugovora, osim time-share imovine	L	5	DA
68.32.02	Usluge upravljanja time-share imovinom uz naplatu ili na osnovi ugovora	L	5	DA
68.32.03	Usluge upravljanja nestambenom imovinom uz naplatu ili na osnovi ugovora	L	5	DA
68.32.04	Usluge procjene nekretnina uz naplatu ili na osnovi ugovora	L	5	DA
69.10.01	Usluge pravnog savjetovanja i zastupanja u području kaznenog prava	M	5	DA
69.10.02	Usluge pravnog savjetovanja i zastupanja u poslovnim i trgovačkim sporovima	M	5	DA
69.10.03	Usluge pravnog savjetovanja i zastupanja u radnim i upravnim sporovima	M	5	DA
69.10.04	Usluge pravnog savjetovanja i zastupanja u građanskim sporovima	M	5	DA
69.10.05	Pravne usluge u vezi s patentima, autorskim pravima i ostalim pravima intelektualnog vlasništva	M	5	DA
69.10.06	Usluge javnih bilježnika	M	5	DA
69.10.07	Usluge arbitraže i pomirenja	M	5	DA
69.10.08	Pravne usluge u vezi s dražbama	M	5	DA
69.10.09	Pravne usluge, d. n.	M	5	DA
69.20.10	Usluge financijske revizije	M	5	DA
69.20.21	Usluge računovodstvene revizije	M	5	DA
69.20.22	Usluge sastavljanja financijskih izvještaja	M	5	DA
69.20.23	Knjigovodstvene usluge	M	5	DA
69.20.24	Usluge obračunavanja plaća	M	5	DA
69.20.29	Ostale računovodstvene usluge	M	5	DA
69.20.31	Usluge poreznog savjetovanja i sastavljanja poreznih prijava za poduzeća	M	5	DA
69.20.32	Usluge sastavljanja i planiranja poreznih prijava za pojedince	M	5	DA
69.20.40	Usluge stečaja i prinudne uprave	M	5	DA
70.10.00	Upravljačke usluge	M	5	DA
70.20.11	Usluge savjetovanja u vezi sa strateškim upravljanjem	M	5	DA
70.20.12	Usluge savjetovanja u vezi s financijskim upravljanjem, osim za porez na dobit	M	5	DA
70.20.13	Usluge savjetovanja u vezi s upravljanjem marketingom	M	5	DA
70.20.14	Usluge savjetovanja u vezi s upravljanjem ljudskim potencijalima	M	5	DA
70.20.15	Usluge savjetovanja u vezi s upravljanjem proizvodnjom	M	5	DA
70.20.16	Usluge savjetovanja u vezi s logistikom i nabavom te ostale usluge savjetovanja u vezi s upravljanjem	M	5	DA
70.20.17	Usluge upravljanja poslovnim procesima	M	5	DA
70.20.20	Ostale usluge upravljanja projektima, osim usluga upravljanja građevinskim projektima	M	5	DA
70.20.30	Ostale usluge poslovnog savjetovanja	M	5	DA
71.11.10	Planovi i nacrti za arhitektonske svrhe	M	5	DA
71.11.21	Arhitektonske usluge za projektiranje stambenih zgrada	M	5	DA
71.11.22	Arhitektonske usluge za projektiranje nestambenih zgrada	M	5	DA
71.11.23	Arhitektonske usluge za restauraciju povijesnih građevina	M	5	DA
71.11.24	Savjetodavne arhitektonske usluge za građevinske projekte	M	5	DA
71.11.25	Usluge unutrašnje arhitekture	M	5	DA
71.11.31	Usluge urbanističkog planiranja	M	5	DA
71.11.32	Usluge ruralnog prostornog planiranja	M	5	DA
71.11.33	Usluge projektiranja glavnih lokacijskih planova	M	5	DA
71.11.41	Arhitektonske usluge za projektiranje krajolika	M	5	DA
71.11.42	Savjetodavne arhitektonske usluge za projektiranje krajolika	M	5	DA
71.12.11	Usluge inženjerskog savjetovanja	M	5	DA
71.12.12	Usluge inženjerstva za građevinske projekte	M	5	DA
71.12.13	Usluge inženjerstva za energetske projekte	M	5	DA
71.12.14	Usluge inženjerstva za prometne projekte	M	5	DA
71.12.15	Usluge inženjerstva za projekte zbrinjavanja otpada (opasnog i neopasnog)	M	5	DA
71.12.16	Usluge inženjerstva za projekte vodoopskrbe, obrade otpadnih voda i drenaže	M	5	DA
71.12.17	Usluge inženjerstva za industrijske i proizvodne projekte	M	5	DA
71.12.18	Usluge inženjerstva za telekomunikacijske projekte i projekte emitiranja	M	5	DA
71.12.19	Usluge inženjerstva za ostale projekte	M	5	DA
71.12.20	Usluge upravljanja građevinskim projektima	M	5	DA
71.12.31	Geološke i geofizičke savjetodavne usluge	M	5	DA
71.12.32	Geofizičke usluge	M	5	DA
71.12.33	Usluge vađenja i vrednovanja minerala	M	5	DA
71.12.34	Usluge mjerenja površine	M	5	DA
71.12.35	Kartografske usluge	M	5	DA
71.20.01	Usluge ispitivanja i analize sastava i čistoće	M	5	DA
71.20.02	Usluge ispitivanja i analize fizičkih svojstava	M	5	DA
71.20.03	Usluge ispitivanja i analize integriranih mehaničkih i električnih sustava	M	5	DA
71.20.04	Usluge tehničkog ispitivanja ispravnosti cestovnih vozila	M	5	DA
71.20.05	Usluge ispitivanja i analize zgrada i drugih građevina	M	5	DA
71.20.09	Usluge tehničkog ispitivanja i analize, d. n.	M	5	DA
72.10.11	Usluge istraživanja i razvoja u biologiji	M	5	DA
72.10.12	Usluge istraživanja i razvoja u kemiji	M	5	DA
72.10.13	Usluge istraživanja i razvoja u računalnim i informacijskim znanostima	M	5	DA
72.10.14	Usluge istraživanja i razvoja u znanosti o Zemlji i okolišu	M	5	DA
72.10.15	Usluge istraživanja i razvoja u matematici	M	5	DA
72.10.16	Usluge istraživanja i razvoja u fizici	M	5	DA
72.10.17	Usluge istraživanja i razvoja u ostalim prirodnim znanostima	M	5	DA
72.10.21	Usluge istraživanja i razvoja u niskogradnji	M	5	DA
72.10.22	Usluge istraživanja i razvoja u kemijskom inženjerstvu	M	5	DA
72.10.23	Usluge istraživanja i razvoja u elektrotehnici	M	5	DA
72.10.24	Usluge istraživanja i razvoja u elektronici	M	5	DA
72.10.25	Usluge istraživanja i razvoja u okolišnom inženjerstvu	M	5	DA
72.10.26	Usluge istraživanja i razvoja u inženjerstvu materijala	M	5	DA
72.10.27	Usluge istraživanja i razvoja u strojarstvu	M	5	DA
72.10.28	Usluge istraživanja i razvoja u medicinskom inženjerstvu	M	5	DA
72.10.29	Usluge istraživanja i razvoja u ostalom inženjerstvu	M	5	DA
72.10.31	Usluge istraživanja i razvoja u okolišnoj biotehnologiji	M	5	DA
72.10.32	Usluge istraživanja i razvoja u industrijskoj biotehnologiji	M	5	DA
72.10.33	Usluge istraživanja i razvoja u nanotehnologiji	M	5	DA
72.10.34	Usluge istraživanja i razvoja u ostaloj tehnologiji	M	5	DA
72.10.41	Usluge istraživanja i razvoja u osnovnoj medicini	M	5	DA
72.10.42	Usluge istraživanja i razvoja u kliničkoj medicini	M	5	DA
72.10.43	Usluge istraživanja i razvoja u zdravstvu	M	5	DA
72.10.44	Usluge istraživanja i razvoja u medicinskoj biotehnologiji	M	5	DA
72.10.45	Usluge istraživanja i razvoja u ostaloj medicini i zdravstvu	M	5	DA
72.10.51	Usluge istraživanja i razvoja u poljoprivrednoj biotehnologiji	M	5	DA
72.10.52	Usluge istraživanja i razvoja u poljoprivredi, ribarstvu i šumarstvu	M	5	DA
72.10.53	Usluge istraživanja i razvoja u stočarstvu i mljekarstvu	M	5	DA
72.10.54	Usluge istraživanja i razvoja u veterinarstvu	M	5	DA
72.10.55	Usluge istraživanja i razvoja u ostalim poljoprivrednim i veterinarskim znanostima	M	5	DA
72.10.60	Usluge izvornih istraživanja i razvoja u prirodnim, tehničkim i tehnološkim znanostima	M	5	DA
72.20.11	Usluge istraživanja i razvoja u ekonomiji i poslovanju	M	5	DA
72.20.12	Usluge istraživanja i razvoja u obrazovanju	M	5	DA
72.20.13	Usluge istraživanja i razvoja u pravu	M	5	DA
72.20.14	Usluge istraživanja i razvoja u medijima i komunikaciji	M	5	DA
72.20.15	Usluge istraživanja i razvoja u političkim znanostima	M	5	DA
72.20.16	Usluge istraživanja i razvoja u psihologiji i kognitivnim znanostima	M	5	DA
72.20.17	Usluge istraživanja i razvoja u socijalnoj i ekonomskoj geografiji	M	5	DA
72.20.18	Usluge istraživanja i razvoja u sociologiji	M	5	DA
72.20.19	Usluge istraživanja i razvoja u ostalim društvenim znanostima	M	5	DA
72.20.21	Usluge istraživanja i razvoja u umjetnosti (umjetnost, povijest umjetnosti, izvedbene umjetnosti, glazba)	M	5	DA
72.20.22	Usluge istraživanja i razvoja u povijesti i arheologiji	M	5	DA
72.20.23	Usluge istraživanja i razvoja u jezikoslovlju i književnosti	M	5	DA
72.20.24	Usluge istraživanja i razvoja u filozofiji, etici i religiji	M	5	DA
72.20.25	Usluge istraživanja i razvoja u ostalim humanističkim znanostima	M	5	DA
72.20.30	Izvorna istraživanja i razvoj u društvenim i humanističkim znanostima	M	5	DA
72.30.00	Usluge interdisciplinarnog istraživanja i razvoja	M	5	DA
73.11.01	Usluge cjelovite promidžbe	M	5	DA
73.11.02	Usluge direktnog marketinga i izravnog obraćanja poštom	M	5	DA
73.11.03	Usluge osmišljavanja i konceptualnog razvoja promidžbenih kampanja	M	5	DA
73.11.04	Ostale usluge promidžbe	M	5	DA
73.12.11	Prodaja oglasnog prostora u tiskanim medijima uz naplatu ili na osnovi ugovora	M	5	DA
73.12.12	Prodaja oglasnog prostora ili vremena na televiziji ili radiju uz naplatu ili na osnovi ugovora	M	5	DA
73.12.13	Prodaja oglasnog prostora ili vremena na internetu uz naplatu ili na osnovi ugovora	M	5	DA
73.12.14	Prodaja oglasnog prostora ili vremena u vezi s pojedinim događajima	M	5	DA
73.12.19	Prodaja oglasnog prostora ili vremena uz naplatu ili na osnovi ugovora, d. n.	M	5	DA
73.12.20	Preprodaja oglasnog prostora ili vremena uz naplatu ili na osnovi ugovora	M	5	DA
73.20.11	Usluge istraživanja tržišta: kvalitativna istraživanja	M	5	DA
73.20.12	Usluge istraživanja tržišta: kvantitativna ad hoc istraživanja	M	5	DA
73.20.13	Usluge istraživanja tržišta: kvantitativna kontinuirana i redovita istraživanja	M	5	DA
73.20.14	Usluge istraživanja tržišta: analiza društvenih medija	M	5	DA
73.20.15	Usluge istraživanja tržišta: analiza podataka pomoću velikih podataka i drugih postojećih podataka	M	5	DA
73.20.16	Ostale usluge istraživanja tržišta	M	5	DA
73.20.20	Usluge ispitivanja javnog mnijenja	M	5	DA
73.30.00	Usluge odnosa s javnošću i priopćavanja	M	5	DA
74.11.11	Usluge industrijskog dizajna	M	5	DA
74.11.12	Usluge modnog dizajna	M	5	DA
74.11.21	Originali industrijskog dizajna	M	5	DA
74.11.22	Originali modnog dizajna	M	5	DA
74.12.11	Usluge grafičkog dizajna	M	5	DA
74.12.12	Usluge vizualnih komunikacija	M	5	DA
74.12.13	Ostale usluge grafičkog dizajna i vizualnih komunikacija	M	5	DA
74.12.21	Originali grafičkog dizajna	M	5	DA
74.12.22	Originali vizualnih komunikacija	M	5	DA
74.12.23	Ostali originali grafičkog dizajna i vizualnih komunikacija	M	5	DA
74.13.01	Usluge uređivanja interijera	M	5	DA
74.13.02	Dizajnerski originali uređivanja interijera	M	5	DA
74.14.01	Ostale specijalizirane dizajnerske usluge	M	5	DA
74.14.02	Ostali dizajnerski originali	M	5	DA
74.20.11	Fotografske ploče i filmovi, osvijetljeni, ali nerazvijeni	M	5	DA
74.20.12	Fotografske ploče i filmovi, osvijetljeni i razvijeni, za ofsetnu reprodukciju	M	5	DA
74.20.13	Ostale fotografske ploče i filmovi, osvijetljeni i razvijeni	M	5	DA
74.20.21	Usluge fotografiranja portreta	M	5	DA
74.20.22	Usluge izrade promidžbenih i sličnih fotografija	M	5	DA
74.20.23	Usluge fotografiranja i videosnimanja događaja	M	5	DA
74.20.24	Usluge fotografiranja iz zraka	M	5	DA
74.20.29	Specijalizirane fotografske usluge, d. n.	M	5	DA
74.20.31	Usluge obrade fotografija	M	5	DA
74.20.32	Usluge restauriranja i retuširanja fotografija	M	5	DA
74.20.39	Ostale fotografske usluge, d. n.	M	5	DA
74.30.01	Usluge pismenog prevođenja	M	5	DA
74.30.02	Usluge usmenog prevođenja	M	5	DA
74.91.01	Usluge posredovanja i promidžbe u vezi s patentima	M	5	DA
74.91.02	Usluge upravljanja pravima industrijskog vlasništva	M	5	DA
74.91.03	Usluge upravljanja autorskim pravima i prihodima od autorskih prava	M	5	DA
74.99.01	Usluge revizije računa i informacije o naknadama za prijevoz robe	M	5	DA
74.99.02	Usluge savjetovanja o zaštiti okoliša	M	5	DA
74.99.03	Usluge prognoziranja vremena i meteorološke usluge	M	5	DA
74.99.04	Usluge zastupanja umjetnika i sportaša	M	5	DA
74.99.05	Usluge poslovnog posredovanja i procjenjivanja, osim za nekretnine i osiguranje	M	5	DA
74.99.09	Ostale raznovrsne stručne, znanstvene i tehničke usluge, d. n.	M	5	DA
75.00.01	Veterinarske usluge za kućne ljubimce	M	5	DA
75.00.02	Veterinarske usluge za stoku, perad i druge životinje	M	5	DA
75.00.09	Veterinarske usluge, d. n.	M	5	DA
77.11.01	Usluge iznajmljivanja i davanja u zakup (leasing) motocikala i kampera	N	5	DA
77.11.02	Usluge iznajmljivanja i davanja u zakup (leasing) ostalih automobila i motornih vozila lake kategorije	N	5	DA
77.12.01	Usluge iznajmljivanja i davanja u zakup (leasing) vozila za prijevoz robe, bez vozača	N	5	DA
77.12.02	Usluge iznajmljivanja i davanja u zakup (leasing) ostalih kopnenih prijevoznih sredstava, bez vozača	N	5	DA
77.21.00	Usluge iznajmljivanja i davanja u zakup (leasing) opreme za rekreaciju i sport	N	5	DA
77.22.01	Usluge iznajmljivanja i davanja u zakup (leasing) televizora, radiouređaja, opreme za reprodukciju slike i slične opreme i pribora	N	5	DA
77.22.02	Usluge iznajmljivanja i davanja u zakup (leasing) namještaja i ostalih aparata za kućanstvo	N	5	DA
77.22.03	Usluge iznajmljivanja i davanja u zakup (leasing) glazbenih instrumenata	N	5	DA
77.22.04	Usluge iznajmljivanja i davanja u zakup (leasing) posteljnog i stolnog rublja	N	5	DA
77.22.05	Usluge iznajmljivanja i davanja u zakup (leasing) tekstila, odjeće i obuće	N	5	DA
77.22.06	Usluge iznajmljivanja i davanja u zakup (leasing) strojeva i opreme »uradi sam«	N	5	DA
77.22.07	Usluge iznajmljivanja snimljenih videozapisa	N	5	DA
77.22.09	Usluge iznajmljivanja i davanja u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo, d. n.	N	5	DA
77.31.00	Usluge iznajmljivanja i davanja u zakup (leasing) poljoprivrednih strojeva i opreme	N	5	DA
77.32.00	Usluge iznajmljivanja i davanja u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo	N	5	DA
77.33.01	Usluge iznajmljivanja i davanja u zakup (leasing) računala	N	5	DA
77.33.02	Usluge iznajmljivanja i davanja u zakup (leasing) ostalih uredskih strojeva i opreme	N	5	DA
77.34.00	Usluge iznajmljivanja i davanja u zakup (leasing) plovnih prijevoznih sredstava	N	5	DA
77.35.00	Usluge iznajmljivanja i davanja u zakup (leasing) zračnih prijevoznih sredstava	N	5	DA
77.39.01	Usluge iznajmljivanja i davanja u zakup (leasing) tračničkih vozila	N	5	DA
77.39.02	Usluge iznajmljivanja i davanja u zakup (leasing) kontejnera	N	5	DA
77.39.03	Usluge iznajmljivanje i davanja u zakup (leasing) prikolica za stanovanje i kampiranje	N	5	DA
77.39.04	Usluge iznajmljivanja i davanja u zakup (leasing) telekomunikacijske opreme	N	5	DA
77.39.05	Usluge iznajmljivanja i davanja u zakup (leasing) opreme i namještaja za događanja, sajmove i izložbe	N	5	DA
77.39.06	Usluge iznajmljivanja i davanja u zakup (leasing) motora te opreme za rudnike i naftna polja	N	5	DA
77.39.09	Usluge iznajmljivanja i davanja u zakup (leasing) ostalih strojeva i opreme bez rukovatelja te ostalih materijalnih dobara, d. n.	N	5	DA
77.40.01	Usluge davanja u zakup (leasing) prava na uporabu proizvoda istraživanja i razvoja	N	5	DA
77.40.02	Usluge davanja u zakup (leasing) prava na uporabu zaštitnih žigova i franšiza	N	5	DA
77.40.03	Usluge davanja u zakup (leasing) prava na uporabu istraživanja i procjene minerala	N	5	DA
77.40.04	Zaštitni žigovi i franšize	N	5	DA
77.40.09	Usluge davanja u zakup (leasing) prava na uporabu intelektualnog vlasništva i sličnih proizvoda, osim radova zaštićenih autorskim pravom, d. n.	N	5	DA
77.51.00	Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) automobila, kampera i prikolica	N	5	DA
77.52.00	Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) ostalih materijalnih dobara i nefinancijske nematerijalne imovine	N	5	DA
78.10.01	Usluge traženja rukovodećeg osoblja	N	5	DA
78.10.02	Usluge stalnog zapošljavanja, osim usluga traženja rukovodećeg osoblja	N	5	DA
78.20.11	Usluge agencija za privremeno zapošljavanje osoblja za proizvodnju robe	N	5	DA
